,0
382,328.0091518944425
383,195.9206059278886
384,131.4286249861839
385,212.3552807754021
386,251.047322672927
387,268.51826838849104
388,232.411361292053
389,269.6754979024932
390,246.13728846525746
391,167.75544392200848
392,228.15800021228586
393,222.58008296449867
394,161.79020896123757
395,208.31633192966444
396,204.02670981767534
397,283.0911838224507
398,163.3409008561265
399,212.3726719676352
400,10.669042371703434
401,16.033335711836894
402,26.77289048386867
403,25.781942382623267
404,43.94036640067108
405,13.184358466518074
406,16.858861713545842
407,11.54713305650841
408,12.99462035380662
409,21.371908366298072
410,19.85685713324972
411,26.76058393619786
412,9.423237157720166
413,22.349232412325158
414,26.46044534514108
415,16.210265888016153
416,78.19496773371442
417,3.538159202940819
418,31.09567332404305
419,13.537930790003493
420,17.757412224908112
421,13.728202565587491
422,17.037342201148576
423,17.832430049373823
424,16.89620738539189
425,28.133308054101423
426,28.210127756912108
427,31.44252253512066
428,13.52892680014673
429,5.7479045245522
430,31.031164760656363
431,17.212670916630376
432,29.36743886690499
433,12.018943133344486
434,8.711972063606702
435,7.081085737557826
436,5.386556616335573
437,4.419315802141458
438,17.994545324016286
439,50.951881300128015
440,21.84013981805004
441,16.081012399075753
442,18.797805915765856
443,32.267052025472516
444,15.197070394796466
445,7.934845049004805
446,30.43895768757531
447,12.469678937389222
448,17.788622628935716
449,8.151679245999098
450,26.78712204366014
451,18.237445655415744
452,11.370278266055301
453,13.578545982502867
454,18.332610230596803
455,10.855998213936557
456,19.99168633947709
457,23.4947454587804
458,13.83744375405901
459,16.304040959603906
460,42.55603950358996
461,28.834166062711507
462,22.219914672299744
463,30.367943273114378
464,16.94885075884198
465,9.065493732200245
466,14.185212053931778
467,26.653714047815967
468,5.901295559904268
469,19.34290646371842
470,9.20389033587777
471,8.930905647001468
472,29.7853004125899
473,14.091976653748477
474,30.736620833145665
475,14.590105049016728
476,9.27948514287586
477,35.99365295803517
478,28.270884730108467
479,18.5580181624796
480,20.215420892144913
481,11.120736029793598
482,27.633446379169442
483,14.785962610006038
484,14.574084037325555
485,12.473607716422006
486,19.656173089117907
487,59.626273070391
488,17.824836887010168
489,18.818387641682087
490,9.63192246131314
491,14.96758852861402
492,19.823510639120393
493,21.406124170393916
494,8.507607527049329
495,37.93281605894679
496,21.683849171875593
497,16.66709757308147
498,16.812650977131185
499,21.68656366908483
500,37.055539128856275
501,11.518137816033667
502,35.6955562620143
503,29.324503882608283
504,29.64403116972602
505,7.0329654862045485
506,5.9632637354162075
507,42.50420000949569
508,18.899520178568174
509,19.925584341340052
510,25.9452091741366
511,25.669287352558502
512,21.321744906926693
513,23.814298819716267
514,20.715620136593177
515,9.649668764937175
516,22.07345097846654
517,29.987598956221383
518,16.39483943972069
519,41.79005223049551
520,16.018343117468717
521,17.3703828305849
522,4.047520072052793
523,12.8433948862501
524,21.35700750600464
525,12.676696918573786
526,15.135015527694733
527,11.679922166800086
528,13.846889020769602
529,13.638792173230353
530,28.311423951739215
531,22.729662932275872
532,12.353494353924496
533,18.55492828268796
534,34.36231118424529
535,7.8608706670244395
536,23.402559831292308
537,16.62211717192187
538,4.176336955693302
539,15.114744420727604
540,16.23558834013751
541,15.370873306035342
542,29.841136129875864
543,9.612403099426233
544,8.756278353355105
545,11.863781517080723
546,32.08351461994675
547,19.322065112607405
548,14.585126338798498
549,23.242554347590534
550,25.289172846512848
551,21.319649430353905
552,24.29686163562833
553,5.651886960512012
554,8.898698762011438
555,21.910744011249204
556,9.155662935373075
557,23.867543510380663
558,35.58190478021016
559,17.877464012139516
560,9.611375702499803
561,19.12466956783694
562,17.868074234837508
563,15.84480613110312
564,18.566117821578786
565,27.99953105974351
566,24.81330238795652
567,14.557260999981612
568,6.048097703904999
569,5.9966634689496665
570,16.912631626108613
571,8.38798163515396
572,5.360439961033974
573,30.603347015118278
574,10.93259987855382
575,12.05781874838841
576,24.32226293077821
577,23.266377223771197
578,5.631744593328292
579,11.636539080735675
580,8.62882227456855
581,12.479920177319652
582,22.16948732137038
583,47.7312081557306
584,11.403494578968779
585,14.999208308318348
586,19.902332490780633
587,19.548627265483745
588,32.14298499742226
589,28.922018523761682
590,20.346857630815826
591,30.802154977452354
592,32.26644917107977
593,16.459831944547933
594,26.763039273434075
595,25.389707599076395
596,26.021421491236367
597,11.083435831271535
598,11.941230107183669
599,7.8392768866379425
600,556.4541431031071
601,449.48599069977564
602,548.3025818973364
603,567.3720533921907
604,632.4464543659523
605,824.8464332441055
606,280.8726884723496
607,296.1190498017387
608,634.6111124909953
609,542.1266860218011
610,504.7923124949037
611,573.7602963679794
612,640.6369245571325
613,560.9706755464291
614,561.0890863315333
615,701.3790878652405
616,491.57685750594555
617,760.2833584838274
618,618.71842765627
619,513.291685999094
620,370.6596634031036
621,535.0879930828319
622,489.8403486730287
623,560.5822595337213
624,552.5816701892314
625,601.0446416317158
626,479.3500073320611
627,623.1577691760847
628,882.2771715243855
629,469.52550311211206
630,315.0067328471371
631,612.3725284743474
632,557.4754731650859
633,431.6493642749717
634,754.8217008500278
635,541.2853024013772
636,528.4416868786587
637,746.119759277988
638,534.0248722763206
639,598.0384037786371
640,457.38358386715254
641,377.55364272965903
642,509.13422273044506
643,355.69066473160933
644,914.6507532369728
645,768.794512909485
646,580.585122134095
647,608.9678402992305
648,413.3634555175119
649,473.16129091722627
650,525.1527273581881
651,689.793586710577
652,723.615440581948
653,489.8550653657817
654,588.9942972013502
655,549.3931862699692
656,604.2913266321566
657,561.1000142189134
658,660.6031014685659
659,691.9775370434725
660,331.0223051152732
661,580.027234559568
662,630.3697118851669
663,668.5855724340634
664,563.3743080999925
665,489.39683110502835
666,545.1839988885417
667,509.46319171438995
668,508.48206335196465
669,795.022240220219
670,782.2401446453898
671,609.3056172703214
672,460.25123222828324
673,456.00277877576275
674,561.692241217871
675,363.44144616468765
676,561.7928926321399
677,575.8172151773829
678,300.373272825538
679,377.61171251401714
680,436.5023558562134
681,407.1675525652611
682,594.4532463088033
683,623.4227728852682
684,715.6743895502553
685,404.6022855390427
686,345.0161010692635
687,713.5072518349938
688,657.6257309686396
689,570.6580558332942
690,433.1340133093449
691,565.4981989290524
692,421.4343804217447
693,648.995548297959
694,555.5279062270625
695,384.27958962792934
696,501.47436135659564
697,383.22677962363304
698,503.19496917604886
699,600.0025669265838
700,492.6475752129041
701,316.58022128265844
702,394.9044581226167
703,411.38986988609946
704,407.8873986945167
705,674.7864610868713
706,646.1693706176229
707,576.3725270047892
708,546.179975790656
709,534.5727333258457
710,462.40820848035025
711,547.7281858758377
712,381.8733410492998
713,441.42536436557833
714,750.0261727593472
715,536.8639296518093
716,327.9027438830629
717,682.7232058134783
718,558.3960006262098
719,550.2410055305184
720,347.950576136856
721,631.8769419458656
722,582.4710783182221
723,396.8111876171715
724,329.3340971757835
725,527.922904678734
726,661.591646722147
727,712.6201564379096
728,680.5681095309279
729,401.0631487244986
730,491.9951401604355
731,465.7190617417263
732,769.1435835418081
733,383.2693879513233
734,529.1491358396436
735,587.7726061484427
736,487.1670474945444
737,605.6046742896126
738,532.1227380884395
739,754.4040421268672
740,703.0784977280682
741,591.1964247118036
742,274.8775826300709
743,452.1817895730007
744,545.4595617638133
745,433.3772021892331
746,585.9268433971083
747,411.82226054427395
748,321.06197670248935
749,465.8107294270319
750,586.1793421947882
751,700.2488393174535
752,548.8603950305744
753,463.65461290742684
754,687.3852168576655
755,436.0527373407664
756,468.45906687681503
757,843.3200608766726
758,504.3384568395013
759,628.4419783182527
760,553.1654979098847
761,332.99843773846703
762,594.271908123642
763,709.8612422943606
764,504.25916161077924
765,493.6011205451057
766,562.4085266474099
767,483.55334817270733
768,391.1551174589838
769,411.2781197548784
770,430.48997327491475
771,375.6576497954218
772,429.9896741496905
773,522.4026690615692
774,381.7011224548937
775,454.7331851465819
776,413.83055651680485
777,413.78596292374175
778,445.2980254152171
779,549.8196592788898
780,423.4412375224637
781,628.3895516040419
782,565.8440771515537
783,619.5750687376135
784,407.5386204869625
785,590.2364042513183
786,423.0253111530436
787,634.0407249061795
788,619.0787524078808
789,445.99369247829134
790,478.801229192813
791,520.020082016305
792,312.90719933754724
793,356.1459966937398
794,586.0481045957572
795,473.8958798822074
796,881.8788595020263
797,487.747535232717
798,486.83197928373943
799,605.8263401547572
800,521.4551965455398
801,604.2047699062039
802,564.1727215750409
803,537.4228965753568
804,480.7145952179995
805,599.7115084559407
806,635.256483553828
807,571.827751604211
808,426.91682074271074
809,582.8926084869354
810,575.2418195979176
811,604.0858404566627
812,327.40013427636933
813,642.3360105787889
814,534.7480564718768
815,584.8672678172705
816,415.82714162666355
817,586.8902169018332
818,790.5409234307059
819,471.8760535347793
820,674.4072483056641
821,346.10229608272255
822,530.3199330035039
823,452.79516630066917
824,458.32509923898834
825,395.8004921107467
826,637.8700971358685
827,593.2310470759865
828,479.25094210962015
829,836.3928982161483
830,498.5170597677154
831,520.6614346857854
832,474.68111890332364
833,538.5571125464776
834,704.6516685062161
835,518.276121074857
836,550.0127606395978
837,722.5298738328675
838,470.59391056510526
839,575.8141583727377
840,524.3475118220193
841,753.7167365043942
842,432.8920366220176
843,653.6762682431248
844,711.6424890082183
845,474.97274715724427
846,657.8822164374676
847,502.7840475213422
848,346.92270171813095
849,434.30544384774805
850,615.3882209456071
851,635.2384436769387
852,731.4152521199959
853,362.6447836134753
854,506.50506168689435
855,712.7716437557433
856,725.0606257683493
857,342.43964342480274
858,433.22723608326305
859,435.1053436254146
860,394.5602546745574
861,547.7977450298146
862,544.8370614509063
863,371.91947411973916
864,578.0775132398226
865,476.80814222487584
866,486.6155465737989
867,696.271661868709
868,445.16344202234944
869,476.125194353503
870,601.9912580655908
871,340.36259616979555
872,438.8598877455803
873,573.6052965721994
874,587.1827216469234
875,412.29317609205634
876,628.521145903012
877,324.22122138793725
878,371.0391466603605
879,647.6825691413967
880,595.3120898318546
881,395.5930404641066
882,513.6383534529689
883,658.1678165876772
884,731.2607840545509
885,479.5890819572786
886,523.92352798331
887,526.6447087349592
888,389.22163346643805
889,491.591062777366
890,340.0230185387054
891,423.3799933754515
892,526.6367166973607
893,485.6916944364471
894,345.43225767575603
895,637.173870496664
896,470.22098062754395
897,772.9974249015481
898,705.2351913979883
899,242.42190828742895
900,640.2312893820563
901,466.01604889466756
902,459.09436996632127
903,669.7244829934136
904,652.1750694659578
905,399.3766211816334
906,434.6126364853394
907,724.9014049006447
908,656.0438237322415
909,450.67012061570153
910,644.2742515872986
911,448.8218356398564
912,551.9303947130768
913,695.0316688483388
914,677.7724828354559
915,387.60742116323974
916,484.6367996753471
917,514.1422888723158
918,466.15568683687474
919,623.26788346009
920,558.7474955386583
921,377.72472663590736
922,534.8528313150446
923,330.4050057519171
924,449.56813105929564
925,629.8821823933371
926,285.23176975770537
927,632.8732415857017
928,450.600220287832
929,528.946694279988
930,519.3775041766824
931,418.1198840764615
932,589.1150423798792
933,493.7382373584208
934,376.7753331639735
935,753.1251228321796
936,442.10769653901434
937,439.43227614540206
938,706.1728185901125
939,493.01610467229483
940,915.4874280507709
941,569.7711929539907
942,528.8806916508987
943,496.1987264302134
944,640.4857480014234
945,249.2548609131325
946,452.26301716046726
947,584.4339333238789
948,588.7297446909479
949,700.8721032270594
950,453.278134555959
951,411.0490659133085
952,459.0041929961775
953,438.8364896443452
954,629.8719863826984
955,367.4800640445807
956,666.0457942533319
957,513.8112816355176
958,754.0871413230224
959,674.1603455917725
960,495.7567977193134
961,538.4605748600512
962,645.7185787894911
963,458.5400263955796
964,767.143563559834
965,560.2898061984085
966,464.19035148517287
967,472.38842907923265
968,379.99744111537467
969,638.6157189588642
970,331.55736243792495
971,509.5143639013667
972,629.7122203064215
973,488.6929842121879
974,632.9914586073214
975,317.2761903711851
976,782.5070118848205
977,423.6210658562818
978,443.916706045279
979,699.599653255711
980,459.580609611015
981,545.7182418093972
982,331.3979979386857
983,535.6911987687714
984,343.8102918086204
985,518.0816538913396
986,588.02579876036
987,533.9810033039569
988,594.743390081441
989,357.9207513354087
990,533.1550096337483
991,691.4916876405299
992,586.042050087484
993,431.89450564679424
994,509.17887948082796
995,465.9411091055184
996,322.050573061965
997,514.5815441256373
998,396.41859933269217
999,428.66778642177843
1000,472.0088116978619
1001,721.4569995986241
1002,687.4136289771769
1003,423.08878643932655
1004,582.6553602060416
1005,614.9283043952545
1006,788.141796981721
1007,649.9496887581386
1008,576.486289276237
1009,640.2784337696768
1010,819.6115841732415
1011,837.5208552964596
1012,523.5010621360859
1013,590.1513748160532
1014,665.10752353768
1015,693.4047768542389
1016,525.4325542923127
1017,795.9935491230067
1018,616.27503247409
1019,772.2264713800116
1020,540.3942768649214
1021,591.6442218870249
1022,643.582307435691
1023,688.2416753885562
1024,512.455719321949
1025,748.7276544677667
1026,636.4880997190252
1027,608.2829035195567
1028,825.2240465029
1029,571.9547970996637
1030,592.7570868397769
1031,616.243470683311
1032,556.1134065918774
1033,672.8582402650513
1034,804.6949783348134
1035,527.703908576289
1036,686.2268244894917
1037,573.8575438674768
1038,879.1830006858119
1039,736.5616590763444
1040,655.195920186186
1041,840.7084031070756
1042,772.959853792581
1043,611.9137356460716
1044,545.3807956972597
1045,667.6638015062405
1046,514.3725114834587
1047,521.3404752108719
1048,569.7909000209518
1049,555.195689475827
1050,684.5465881991598
1051,664.897593349008
1052,541.061122321719
1053,432.90939715450884
1054,465.41919594017617
1055,630.5688242490528
1056,422.6303739055462
1057,667.292627329699
1058,887.025911293793
1059,651.1189948201696
1060,737.7997874497864
1061,639.5383569977802
1062,690.5626673321105
1063,518.2366207549936
1064,640.8718162334872
1065,680.2888922917723
1066,486.52587355816416
1067,499.3925680162461
1068,727.5555787562002
1069,920.0664338001073
1070,608.9607646154134
1071,758.4221885421277
1072,852.9923854900959
1073,617.6249201279911
1074,542.4301803724061
1075,735.5802297501187
1076,707.3871088788815
1077,592.5957222169648
1078,794.3727507002708
1079,516.2999100024916
1080,481.78219148975205
1081,677.668165355288
1082,569.8883838990787
1083,749.0750589122357
1084,378.8041168801534
1085,355.1555657657734
1086,727.3223659820602
1087,670.0373046542808
1088,790.4757364035783
1089,595.3629798588495
1090,776.5879936041819
1091,483.13544622772486
1092,737.1172065569056
1093,741.8687059926508
1094,762.4432636913557
1095,444.28357418472564
1096,559.8539051113344
1097,703.5467810241203
1098,599.2230578787356
1099,637.7913097970323
1100,627.705855503371
1101,493.1294129667656
1102,718.101758843298
1103,326.91521464725486
1104,597.4890493437252
1105,794.1700293421643
1106,449.52516047501183
1107,607.7626083732572
1108,603.6882679724448
1109,562.5201136837735
1110,512.639990225142
1111,473.1010097206541
1112,614.2537461521699
1113,680.0040043239413
1114,823.6018192071274
1115,637.0851363101198
1116,530.9375327483928
1117,838.1285726800529
1118,724.4937800943055
1119,501.5574138511531
1120,655.9461869465856
1121,660.1677744156287
1122,784.0924947407373
1123,539.0314123469119
1124,703.3940726803964
1125,560.183529517237
1126,622.5507360978451
1127,544.8336121330665
1128,707.6372725153665
1129,875.6715520035963
1130,727.7450585665335
1131,487.8027704720285
1132,573.1221329778904
1133,421.5632190491181
1134,479.2033072799711
1135,446.49944660309257
1136,562.7624197065066
1137,435.8920437392289
1138,649.5171274866423
1139,592.1440087170913
1140,662.3615652042904
1141,526.1318095107597
1142,703.4165704187757
1143,834.9600112417464
1144,552.4661983241776
1145,692.8684919348782
1146,715.0323014991071
1147,642.741427310957
1148,727.895577524601
1149,513.9906139496381
1150,567.2365215931707
1151,503.1288663378796
1152,720.7314086046058
1153,413.5838766049229
1154,684.6692451632433
1155,308.8659390439317
1156,463.8486482088126
1157,573.903005385391
1158,637.7980945895232
1159,606.6158993300555
1160,521.0464765792926
1161,568.9394951201915
1162,501.99387567193475
1163,621.0450518123771
1164,612.6960858472125
1165,588.1640883190561
1166,503.5886227117687
1167,918.6594122629433
1168,680.5311179902093
1169,576.5938916283335
1170,484.3043972065608
1171,719.5060876833799
1172,743.985908921721
1173,604.8956563143969
1174,594.3604626514546
1175,639.1444497388859
1176,583.8837715924996
1177,650.7342154296731
1178,500.77091971654096
1179,772.5805179859617
1180,702.543664369924
1181,433.9295647423923
1182,534.9404888620146
1183,849.3690749512425
1184,775.6854427749413
1185,531.7563071827515
1186,519.9990021261174
1187,546.4375172075418
1188,610.5916671081303
1189,832.470641876123
1190,685.129033349328
1191,718.3929158004412
1192,476.9431547487329
1193,722.9751437455539
1194,726.7765447007258
1195,654.9493089548556
1196,628.1692536851776
1197,633.3698275230886
1198,682.689147387851
1199,645.7312897413995
1200,1851.404728827606
1201,1265.1680211385221
1202,1510.5695049151577
1203,1448.7254649303877
1204,1034.9629349486318
1205,1438.5698177760707
1206,1436.7015378971607
1207,1606.9067685357666
1208,1278.0112637393315
1209,1174.5054066267417
1210,1009.3715877815586
1211,1621.957403236324
1212,1453.5184685822194
1213,1352.7598374601816
1214,1422.7919803931757
1215,1514.3087713622294
1216,1176.7118509823981
1217,1171.6984641369172
1218,1463.527920234268
1219,1139.8616085696071
1220,1413.8960595945239
1221,1604.0697569480906
1222,1321.074671177219
1223,1422.5992592721207
1224,1103.6141970033582
1225,1149.080112373356
1226,1747.368567661791
1227,1502.1252825595363
1228,1377.1601255822306
1229,1007.3572930865507
1230,1212.4830956901044
1231,1292.7560218344995
1232,1489.5581154538734
1233,1957.8439292323917
1234,1615.726159774275
1235,1168.0624792071524
1236,1450.8434834151788
1237,967.2279354193655
1238,1419.2237693649038
1239,1412.0332362437089
1240,1388.8379279596084
1241,1320.1599220131218
1242,997.0653940090759
1243,1394.848036367248
1244,1192.919577777939
1245,829.0939621871196
1246,978.4314805796821
1247,1403.9922003391366
1248,1654.6695776334138
1249,1115.5649213449944
1250,1182.6937731963715
1251,1550.8893215951866
1252,946.3159724927596
1253,1127.0323882039038
1254,1282.5399607644365
1255,1048.1432275442935
1256,1341.9490003963779
1257,1270.140837491329
1258,1397.3625683935022
1259,1347.5909999406485
1260,1780.2050299155403
1261,1504.130116590088
1262,1159.8099880215875
1263,1649.0832796297068
1264,1632.3473656787291
1265,730.2497958965868
1266,1188.1498261360816
1267,1706.8763044057096
1268,1595.7712767028893
1269,1791.4512439151354
1270,1473.8053000581128
1271,1419.7867763748873
1272,1266.2917320322476
1273,1863.6805957634504
1274,1586.3446004797433
1275,1695.6979996040563
1276,1320.021316240816
1277,1296.172702023809
1278,1088.791645181069
1279,1418.5153278276257
1280,1135.5358544150854
1281,1258.8047591329196
1282,1230.7178552880505
1283,1507.6433859031622
1284,1511.1283810605403
1285,1342.6922748359038
1286,1452.9305830303613
1287,1650.2361802368023
1288,1366.0715494329152
1289,1588.7678514145168
1290,1256.8457622907704
1291,1474.6193551639592
1292,994.7168377117785
1293,1321.6016288420296
1294,999.3900999693416
1295,1307.1221285941863
1296,1526.8099098564862
1297,1297.679635178009
1298,1870.8439842497432
1299,1423.1059012839053
1300,1083.2880855881774
1301,1375.0680007184599
1302,1433.5807912011785
1303,1458.0453452220318
1304,1723.4739107816683
1305,965.6983849334631
1306,1255.3769809280345
1307,1337.6425864268099
1308,819.392663674592
1309,1033.893091746295
1310,1452.0689071852144
1311,1347.593718378789
1312,1294.8978879924643
1313,1378.8239603805355
1314,1280.6415108941014
1315,1452.2484764269727
1316,1029.3025613044415
1317,1311.3928065388657
1318,1405.644539608312
1319,1276.191977296911
1320,1150.3187378522348
1321,1576.5213950119896
1322,1315.7373811020257
1323,1458.9694358108115
1324,1440.1141920305772
1325,1412.8998996007094
1326,1319.6109420351518
1327,899.2618998257587
1328,1310.2927142093897
1329,867.9713483383597
1330,1006.1154792194845
1331,1351.9267960658553
1332,1314.1248474859092
1333,1206.4608892110716
1334,1105.9056610955258
1335,1288.3886872050775
1336,1545.4150399659552
1337,1232.305668310662
1338,1303.472440124054
1339,1779.6474892161657
1340,1206.5093523647788
1341,1083.1942542527372
1342,1189.428619290758
1343,1424.869503675013
1344,1534.5914092529777
1345,1415.0978458579013
1346,1478.2910518273702
1347,1401.331766174121
1348,956.2374600754513
1349,1718.8865079877176
1350,1394.4950703959869
1351,1375.7156145332674
1352,1480.462509850705
1353,1584.4089148407274
1354,1379.4788049532697
1355,1097.0644431894207
1356,1459.7405973642105
1357,1130.7413992836541
1358,1239.1257594183767
